"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB"
"V";"06.09.2026";"20:34:16";9;9;"GEM";"15088319";"Salzatal";"U";9559;5310;58;5252;846;2833;296;335;140;320;47;14;41;15;10;21;301;18;15;68;5242;1364;2922;388;216;193;95;;;;;;;;64;;
"L";;;2;0;"GEM";"15088319";"Salzatal";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"20:34:16";11;9;"GEM";"15088319";"Salzatal";"";9559;5310;58;5252;846;2833;296;335;140;320;47;14;41;15;10;21;301;18;15;68;5242;1364;2922;388;216;193;95;;;;;;;;64;;
"V";"06.09.2026";"20:26:56";13;13;"GEM";"15088330";"Schkopau";"U";8952;5692;65;5627;812;3105;317;377;123;354;52;9;71;22;11;28;316;7;23;69;5623;1133;3147;409;373;154;122;;;;;;;285;;;
"Z";"06.09.2026";"20:23:08";2;1;"GEM";"15088330";"Schkopau";"B";0;777;2;775;246;208;73;87;24;68;6;0;13;4;2;5;34;0;5;3;774;298;203;89;84;32;28;;;;;;;40;;;
"Z";"06.09.2026";"20:26:56";15;14;"GEM";"15088330";"Schkopau";"";8952;6469;67;6402;1058;3313;390;464;147;422;58;9;84;26;13;33;350;7;28;72;6397;1431;3350;498;457;186;150;;;;;;;325;;;
"V";"06.09.2026";"19:49:10";1;1;"GEM";"15088340";"Schraplau, Stadt";"U";840;462;1;461;62;298;22;22;10;10;2;2;2;4;0;1;23;3;0;4;458;70;309;29;23;17;3;;;;;;;;7;;
"V";"06.09.2026";"19:42:45";1;1;"GEM";"15088340";"Schraplau, Stadt";"B";0;148;1;147;44;47;11;20;6;10;1;0;2;1;1;0;4;0;0;2;146;45;47;15;21;10;7;;;;;;;;1;;
"V";"06.09.2026";"19:49:10";2;2;"GEM";"15088340";"Schraplau, Stadt";"";840;610;2;608;106;345;33;42;16;20;3;2;4;5;1;1;27;3;0;6;604;115;356;44;44;27;10;;;;;;;;8;;
"V";"06.09.2026";"19:21:29";2;2;"GEM";"15088355";"Steigra";"U";897;502;7;495;92;285;28;31;7;17;6;2;3;3;0;0;16;5;0;7;495;113;292;35;30;15;5;;;;;;;;5;;
"L";;;1;0;"GEM";"15088355";"Steigra";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;
"Z";"06.09.2026";"19:21:29";3;2;"GEM";"15088355";"Steigra";"";897;502;7;495;92;285;28;31;7;17;6;2;3;3;0;0;16;5;0;7;495;113;292;35;30;15;5;;;;;;;;5;;
"Z";"06.09.2026";"20:36:20";13;10;"GEM";"15088365";"Teutschenthal";"U";7912;4765;44;4721;709;2665;276;318;116;230;41;4;46;12;11;31;235;13;14;62;4703;1077;2761;340;226;177;70;;;;;;;;52;;
"Z";"06.09.2026";"20:04:05";2;1;"GEM";"15088365";"Teutschenthal";"B";0;1096;4;1092;262;351;105;132;32;104;14;1;7;5;4;7;61;1;6;21;1075;406;353;135;76;41;31;;;;;;;;33;;
"Z";"06.09.2026";"20:36:20";15;11;"GEM";"15088365";"Teutschenthal";"";7912;5861;48;5813;971;3016;381;450;148;334;55;5;53;17;15;38;296;14;20;83;5778;1483;3114;475;302;218;101;;;;;;;;85;;
"Z";"06.09.2026";"19:57:44";3;2;"GEM";"15089005";"Alsleben (Saale), Stadt";"U";1851;1051;7;1044;164;629;58;53;32;32;5;1;9;4;0;5;46;3;3;7;1044;219;646;68;43;53;15;;;;;;;;;;
"L";;;1;0;"GEM";"15089005";"Alsleben (Saale), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:57:44";4;2;"GEM";"15089005";"Alsleben (Saale), Stadt";"";1851;1051;7;1044;164;629;58;53;32;32;5;1;9;4;0;5;46;3;3;7;1044;219;646;68;43;53;15;;;;;;;;;;
"Z";"06.09.2026";"20:02:56";23;20;"GEM";"15089015";"Aschersleben, Stadt";"U";16041;8825;111;8714;1209;4820;594;519;162;418;60;16;125;41;16;53;611;29;41;103;8722;1343;4771;701;581;216;192;;;;;;;819;99;;
"L";;;3;0;"GEM";"15089015";"Aschersleben, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;
"Z";"06.09.2026";"20:02:56";26;20;"GEM";"15089015";"Aschersleben, Stadt";"";16041;8825;111;8714;1209;4820;594;519;162;418;60;16;125;41;16;53;611;29;41;103;8722;1343;4771;701;581;216;192;;;;;;;819;99;;
"Z";"06.09.2026";"19:22:36";13;4;"GEM";"15089026";"Barby, Stadt";"U";790;546;6;540;78;308;35;34;12;31;7;0;7;0;3;4;18;0;3;6;540;103;313;42;39;16;13;;;;;;;14;;;
"L";;;1;0;"GEM";"15089026";"Barby, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:22:36";14;4;"GEM";"15089026";"Barby, Stadt";"";790;546;6;540;78;308;35;34;12;31;7;0;7;0;3;4;18;0;3;6;540;103;313;42;39;16;13;;;;;;;14;;;
"V";"06.09.2026";"19:57:38";23;23;"GEM";"15089030";"Bernburg (Saale), Stadt";"U";24920;14387;186;14201;2124;7485;1173;915;515;761;85;25;187;65;33;92;678;18;45;240;14147;2906;7747;1523;766;928;277;;;;;;;;;;
"L";;;4;0;"GEM";"15089030";"Bernburg (Saale), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:57:38";27;23;"GEM";"15089030";"Bernburg (Saale), Stadt";"";24920;14387;186;14201;2124;7485;1173;915;515;761;85;25;187;65;33;92;678;18;45;240;14147;2906;7747;1523;766;928;277;;;;;;;;;;
"V";"06.09.2026";"20:06:31";2;2;"GEM";"15089041";"Bördeaue";"U";1425;966;18;948;138;547;73;57;17;33;11;1;9;5;2;5;46;0;4;14;952;243;533;64;42;26;5;;;;;;;39;;;
"L";;;1;0;"GEM";"15089041";"Bördeaue";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:06:31";3;2;"GEM";"15089041";"Bördeaue";"";1425;966;18;948;138;547;73;57;17;33;11;1;9;5;2;5;46;0;4;14;952;243;533;64;42;26;5;;;;;;;39;;;
"Z";"06.09.2026";"19:41:22";7;4;"GEM";"15089042";"Bördeland";"U";2119;1410;17;1393;189;790;83;104;43;59;12;6;15;11;1;12;63;0;5;23;1387;274;796;100;81;57;23;;;;;;;56;;;
"L";;;1;0;"GEM";"15089042";"Bördeland";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:41:22";8;4;"GEM";"15089042";"Bördeland";"";2119;1410;17;1393;189;790;83;104;43;59;12;6;15;11;1;12;63;0;5;23;1387;274;796;100;81;57;23;;;;;;;56;;;
"V";"06.09.2026";"19:44:44";3;3;"GEM";"15089043";"Börde-Hakel";"U";2423;1576;9;1567;275;900;87;83;30;53;14;2;17;6;3;6;88;0;3;14;1562;431;867;87;65;31;13;;;;;;;68;;;
"L";;;1;0;"GEM";"15089043";"Börde-Hakel";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:44:44";4;3;"GEM";"15089043";"Börde-Hakel";"";2423;1576;9;1567;275;900;87;83;30;53;14;2;17;6;3;6;88;0;3;14;1562;431;867;87;65;31;13;;;;;;;68;;;
"V";"06.09.2026";"19:42:12";1;1;"GEM";"15089045";"Borne";"U";986;601;10;591;80;361;31;29;11;19;5;0;6;4;2;6;35;1;1;11;590;207;313;25;9;11;2;;;;;;;23;;;
"L";;;1;0;"GEM";"15089045";"Borne";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:42:12";2;1;"GEM";"15089045";"Borne";"";986;601;10;591;80;361;31;29;11;19;5;0;6;4;2;6;35;1;1;11;590;207;313;25;9;11;2;;;;;;;23;;;
"Z";"06.09.2026";"20:02:08";7;4;"GEM";"15089055";"Calbe (Saale), Stadt";"U";2754;1561;23;1538;240;824;124;121;32;70;17;3;21;12;4;16;48;2;4;31;1530;317;853;138;107;42;29;;;;;;;44;;;
"L";;;1;0;"GEM";"15089055";"Calbe (Saale), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:02:08";8;4;"GEM";"15089055";"Calbe (Saale), Stadt";"";2754;1561;23;1538;240;824;124;121;32;70;17;3;21;12;4;16;48;2;4;31;1530;317;853;138;107;42;29;;;;;;;44;;;
"Z";"06.09.2026";"19:28:36";3;2;"GEM";"15089075";"Egeln, Stadt";"U";1481;941;13;928;139;560;52;56;16;41;2;1;12;3;4;2;31;3;6;14;927;241;547;44;35;22;8;;;;;;;30;;;
"L";;;1;0;"GEM";"15089075";"Egeln, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:28:36";4;2;"GEM";"15089075";"Egeln, Stadt";"";1481;941;13;928;139;560;52;56;16;41;2;1;12;3;4;2;31;3;6;14;927;241;547;44;35;22;8;;;;;;;30;;;
"V";"06.09.2026";"19:19:22";1;1;"GEM";"15089130";"Giersleben";"U";777;506;5;501;73;281;27;35;10;16;5;0;8;1;0;5;35;1;4;7;499;92;310;40;31;11;15;;;;;;;;;;
"L";;;1;0;"GEM";"15089130";"Giersleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:19:22";2;1;"GEM";"15089130";"Giersleben";"";777;506;5;501;73;281;27;35;10;16;5;0;8;1;0;5;35;1;4;7;499;92;310;40;31;11;15;;;;;;;;;;
"Z";"06.09.2026";"19:54:10";5;3;"GEM";"15089165";"Güsten, Stadt";"U";1879;1148;6;1142;134;731;74;63;19;35;10;1;17;2;2;10;39;3;2;14;1134;185;754;102;46;30;17;;;;;;;;;;
"L";;;1;0;"GEM";"15089165";"Güsten, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:54:10";6;3;"GEM";"15089165";"Güsten, Stadt";"";1879;1148;6;1142;134;731;74;63;19;35;10;1;17;2;2;10;39;3;2;14;1134;185;754;102;46;30;17;;;;;;;;;;
"Z";"06.09.2026";"20:01:27";5;4;"GEM";"15089175";"Hecklingen, Stadt";"U";4325;2558;20;2538;329;1582;159;110;35;80;23;3;38;9;5;18;140;5;2;26;2532;475;1602;178;88;54;29;;;;;;;106;;;
"L";;;1;0;"GEM";"15089175";"Hecklingen, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:01:27";6;4;"GEM";"15089175";"Hecklingen, Stadt";"";4325;2558;20;2538;329;1582;159;110;35;80;23;3;38;9;5;18;140;5;2;26;2532;475;1602;178;88;54;29;;;;;;;106;;;
"V";"06.09.2026";"19:48:43";1;1;"GEM";"15089185";"Ilberstedt";"U";821;537;7;530;72;338;36;18;14;13;5;1;4;5;1;2;20;1;0;10;527;78;354;42;21;26;6;;;;;;;;;;
"L";;;1;0;"GEM";"15089185";"Ilberstedt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:48:43";2;1;"GEM";"15089185";"Ilberstedt";"";821;537;7;530;72;338;36;18;14;13;5;1;4;5;1;2;20;1;0;10;527;78;354;42;21;26;6;;;;;;;;;;
"Z";"06.09.2026";"19:33:05";10;7;"GEM";"15089195";"Könnern, Stadt";"U";4459;2757;30;2727;347;1629;169;158;99;82;34;2;28;10;7;17;133;3;9;34;2723;446;1684;212;189;163;29;;;;;;;;;;
"L";;;1;0;"GEM";"15089195";"Könnern, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:33:05";11;7;"GEM";"15089195";"Könnern, Stadt";"";4459;2757;30;2727;347;1629;169;158;99;82;34;2;28;10;7;17;133;3;9;34;2723;446;1684;212;189;163;29;;;;;;;;;;
"Z";"06.09.2026";"19:59:27";8;7;"GEM";"15089235";"Nienburg (Saale), Stadt";"U";3487;2220;23;2197;289;1347;110;126;74;56;19;2;33;11;2;14;96;3;15;27;2193;403;1398;163;88;120;21;;;;;;;;;;
"L";;;1;0;"GEM";"15089235";"Nienburg (Saale), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:59:27";9;7;"GEM";"15089235";"Nienburg (Saale), Stadt";"";3487;2220;23;2197;289;1347;110;126;74;56;19;2;33;11;2;14;96;3;15;27;2193;403;1398;163;88;120;21;;;;;;;;;;
"V";"06.09.2026";"19:07:06";3;3;"GEM";"15089245";"Plötzkau";"U";1012;688;5;683;80;448;31;36;23;15;8;2;7;4;2;3;23;1;0;6;682;109;460;41;28;33;11;;;;;;;;;;
"L";;;1;0;"GEM";"15089245";"Plötzkau";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
"Z";"06.09.2026";"19:07:06";4;3;"GEM";"15089245";"Plötzkau";"";1012;688;5;683;80;448;31;36;23;15;8;2;7;4;2;3;23;1;0;6;682;109;460;41;28;33;11;;;;;;;;;;
"Z";"06.09.2026";"20:02:19";23;14;"GEM";"15089305";"Schönebeck (Elbe), Stadt";"U";12684;7466;85;7381;1146;3770;572;558;192;429;54;18;112;38;21;47;378;15;31;97;7369;1470;3857;715;634;237;149;;;;;;;307;;;
"L";;;3;0;"GEM";"15089305";"Schönebeck (Elbe), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:02:19";26;14;"GEM";"15089305";"Schönebeck (Elbe), Stadt";"";12684;7466;85;7381;1146;3770;572;558;192;429;54;18;112;38;21;47;378;15;31;97;7369;1470;3857;715;634;237;149;;;;;;;307;;;
"Z";"06.09.2026";"19:44:34";6;3;"GEM";"15089307";"Seeland, Stadt";"U";1661;1098;11;1087;190;642;75;37;15;31;5;0;8;4;3;4;66;3;4;16;1082;216;645;82;35;14;22;;;;;;;63;5;;
"L";;;1;0;"GEM";"15089307";"Seeland, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;
"Z";"06.09.2026";"19:44:34";7;3;"GEM";"15089307";"Seeland, Stadt";"";1661;1098;11;1087;190;642;75;37;15;31;5;0;8;4;3;4;66;3;4;16;1082;216;645;82;35;14;22;;;;;;;63;5;;
"Z";"06.09.2026";"20:00:32";16;9;"GEM";"15089310";"Staßfurt, Salzstadt";"U";8245;5065;54;5011;716;2969;339;289;101;153;38;4;51;29;5;27;271;6;13;67;4998;1031;3003;315;214;116;77;;;;;;;242;;;
"L";;;3;0;"GEM";"15089310";"Staßfurt, Salzstadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:00:32";19;9;"GEM";"15089310";"Staßfurt, Salzstadt";"";8245;5065;54;5011;716;2969;339;289;101;153;38;4;51;29;5;27;271;6;13;67;4998;1031;3003;315;214;116;77;;;;;;;242;;;
"V";"06.09.2026";"19:32:57";1;1;"GEM";"15089365";"Wolmirsleben";"U";1129;733;7;726;110;437;51;37;4;34;3;0;4;2;1;4;38;1;0;6;727;191;425;35;25;9;8;;;;;;;34;;;
"L";;;1;0;"GEM";"15089365";"Wolmirsleben";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:32:57";2;1;"GEM";"15089365";"Wolmirsleben";"";1129;733;7;726;110;437;51;37;4;34;3;0;4;2;1;4;38;1;0;6;727;191;425;35;25;9;8;;;;;;;34;;;
"V";"06.09.2026";"19:47:37";4;4;"GEM";"15090003";"Aland";"U";1114;790;10;780;108;402;67;63;16;58;11;3;8;3;3;2;33;1;2;10;780;154;406;96;44;19;30;;;;;;;31;;;
"L";;;1;0;"GEM";"15090003";"Aland";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:47:37";5;4;"GEM";"15090003";"Aland";"";1114;790;10;780;108;402;67;63;16;58;11;3;8;3;3;2;33;1;2;10;780;154;406;96;44;19;30;;;;;;;31;;;
"V";"06.09.2026";"19:14:02";5;5;"GEM";"15090007";"Altmärkische Höhe";"U";1431;938;12;926;159;494;41;79;16;52;14;0;10;4;1;3;49;1;3;16;922;208;504;61;63;20;22;;;;;;;44;;;
"V";"06.09.2026";"19:56:46";1;1;"GEM";"15090007";"Altmärkische Höhe";"B";0;251;1;250;67;62;22;43;6;20;0;1;8;2;1;0;16;0;2;1;250;76;61;37;29;5;18;;;;;;;24;;;
"V";"06.09.2026";"19:56:46";6;6;"GEM";"15090007";"Altmärkische Höhe";"";1431;1189;13;1176;226;556;63;122;22;72;14;1;18;6;2;3;65;1;5;17;1172;284;565;98;92;25;40;;;;;;;68;;;
"V";"06.09.2026";"19:05:25";4;4;"GEM";"15090008";"Altmärkische Wische";"U";710;446;7;439;64;238;35;29;14;21;3;2;3;3;0;0;25;1;1;6;440;91;237;43;22;13;15;;;;;;;19;;;
"V";"06.09.2026";"18:42:24";1;1;"GEM";"15090008";"Altmärkische Wische";"B";0;105;0;105;27;36;9;13;2;11;1;0;1;0;0;1;4;0;0;0;105;34;35;10;18;0;5;;;;;;;3;;;
"V";"06.09.2026";"19:05:25";5;5;"GEM";"15090008";"Altmärkische Wische";"";710;551;7;544;91;274;44;42;16;32;4;2;4;3;0;1;29;1;1;6;545;125;272;53;40;13;20;;;;;;;22;;;
"V";"06.09.2026";"20:21:41";2;2;"GEM";"15090010";"Arneburg, Stadt";"U";1218;752;12;740;85;403;58;79;14;46;6;1;9;5;2;0;28;1;3;14;738;125;395;99;55;24;22;;;;;;;18;;;
"L";;;1;0;"GEM";"15090010";"Arneburg, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"20:21:41";3;2;"GEM";"15090010";"Arneburg, Stadt";"";1218;752;12;740;85;403;58;79;14;46;6;1;9;5;2;0;28;1;3;14;738;125;395;99;55;24;22;;;;;;;18;;;
"Z";"06.09.2026";"19:46:50";21;20;"GEM";"15090070";"Bismark (Altmark), Stadt";"U";5619;3775;47;3728;601;1813;302;325;112;215;40;10;31;12;9;15;225;5;13;51;3724;796;1819;330;340;138;120;;;;;;;181;;;
"Z";"06.09.2026";"19:28:57";2;1;"GEM";"15090070";"Bismark (Altmark), Stadt";"B";0;477;1;476;113;116;53;85;19;35;13;0;6;1;0;4;30;1;0;6;471;148;114;55;77;30;18;;;;;;;29;;;
"Z";"06.09.2026";"19:46:50";23;21;"GEM";"15090070";"Bismark (Altmark), Stadt";"";5619;4252;48;4204;714;1929;355;410;131;250;53;10;37;13;9;19;255;6;13;57;4195;944;1933;385;417;168;138;;;;;;;210;;;
"V";"06.09.2026";"18:45:18";3;3;"GEM";"15090135";"Eichstedt (Altmark)";"U";673;508;3;505;84;258;37;45;12;23;10;1;3;4;4;0;20;2;2;7;501;96;260;73;30;20;10;;;;;;;12;;;
"V";"06.09.2026";"18:50:13";1;1;"GEM";"15090135";"Eichstedt (Altmark)";"B";0;85;2;83;26;17;9;11;7;9;0;0;0;0;0;0;4;0;0;2;83;28;18;21;5;5;2;;;;;;;4;;;
"V";"06.09.2026";"18:50:13";4;4;"GEM";"15090135";"Eichstedt (Altmark)";"";673;593;5;588;110;275;46;56;19;32;10;1;3;4;4;0;24;2;2;9;584;124;278;94;35;25;12;;;;;;;16;;;
"V";"06.09.2026";"19:27:08";2;2;"GEM";"15090180";"Goldbeck";"U";1133;723;4;719;109;347;84;57;25;41;11;3;4;4;1;1;29;0;3;9;714;119;346;136;41;30;21;;;;;;;21;;;
"V";"06.09.2026";"20:11:20";1;1;"GEM";"15090180";"Goldbeck";"B";0;210;0;210;62;33;44;28;4;14;3;0;1;0;1;0;20;0;0;1;209;67;32;72;10;3;9;;;;;;;16;;;
"V";"06.09.2026";"20:11:20";3;3;"GEM";"15090180";"Goldbeck";"";1133;933;4;929;171;380;128;85;29;55;14;3;5;4;2;1;49;0;3;10;923;186;378;208;51;33;30;;;;;;;37;;;
"V";"06.09.2026";"19:09:55";2;2;"GEM";"15090220";"Hassel";"U";763;537;4;533;96;254;33;46;9;44;6;0;4;0;0;1;39;1;0;4;533;133;249;58;38;9;19;;;;;;;27;;;
"V";"06.09.2026";"19:31:14";1;1;"GEM";"15090220";"Hassel";"B";0;114;0;114;21;26;12;22;4;17;0;0;1;0;1;0;10;0;0;0;114;36;25;24;9;4;9;;;;;;;7;;;
"V";"06.09.2026";"19:31:14";3;3;"GEM";"15090220";"Hassel";"";763;651;4;647;117;280;45;68;13;61;6;0;5;0;1;1;49;1;0;4;647;169;274;82;47;13;28;;;;;;;34;;;
"Z";"06.09.2026";"19:50:36";8;6;"GEM";"15090225";"Havelberg, Hansestadt";"U";1111;771;11;760;102;430;39;61;23;57;2;2;3;3;1;1;33;2;1;9;762;150;434;56;50;15;27;;;;;;;30;;;
"Z";"06.09.2026";"19:44:20";2;1;"GEM";"15090225";"Havelberg, Hansestadt";"B";0;557;0;557;136;126;72;83;16;49;4;2;4;2;1;4;50;3;5;4;553;186;123;92;63;17;24;;;;;;;48;;;
"Z";"06.09.2026";"19:50:36";10;7;"GEM";"15090225";"Havelberg, Hansestadt";"";1111;1328;11;1317;238;556;111;144;39;106;6;4;7;5;2;5;83;5;6;13;1315;336;557;148;113;32;51;;;;;;;78;;;
"V";"06.09.2026";"19:07:19";3;3;"GEM";"15090245";"Hohenberg-Krusemark";"U";982;683;2;681;72;390;46;54;20;33;8;1;6;1;1;3;42;3;1;3;680;88;385;77;42;34;25;;;;;;;29;;;
"V";"06.09.2026";"19:04:16";1;1;"GEM";"15090245";"Hohenberg-Krusemark";"B";0;125;1;124;21;35;12;19;1;20;0;0;1;1;1;1;12;0;0;1;124;32;35;27;7;6;5;;;;;;;12;;;
"V";"06.09.2026";"19:07:19";4;4;"GEM";"15090245";"Hohenberg-Krusemark";"";982;808;3;805;93;425;58;73;21;53;8;1;7;2;2;4;54;3;1;4;804;120;420;104;49;40;30;;;;;;;41;;;
"V";"06.09.2026";"18:57:41";2;2;"GEM";"15090270";"Iden";"U";613;384;5;379;44;189;39;33;13;26;6;0;5;2;0;1;20;0;1;5;379;53;186;69;25;15;20;;;;;;;11;;;
"V";"06.09.2026";"19:53:55";1;1;"GEM";"15090270";"Iden";"B";0;94;0;94;20;24;15;8;4;9;1;0;0;1;1;1;10;0;0;0;94;22;22;27;5;4;5;;;;;;;9;;;
"V";"06.09.2026";"19:53:55";3;3;"GEM";"15090270";"Iden";"";613;478;5;473;64;213;54;41;17;35;7;0;5;3;1;2;30;0;1;5;473;75;208;96;30;19;25;;;;;;;20;;;
"V";"06.09.2026";"19:33:55";3;3;"GEM";"15090285";"Kamern";"U";990;604;11;593;95;272;44;51;8;50;8;2;4;2;2;5;48;2;0;10;594;144;279;65;49;6;15;;;;;;;36;;;
"V";"06.09.2026";"19:46:54";1;1;"GEM";"15090285";"Kamern";"B";0;187;2;185;52;57;20;19;3;18;1;1;4;0;1;1;8;0;0;1;186;74;50;23;13;6;11;;;;;;;9;;;
"V";"06.09.2026";"19:46:54";4;4;"GEM";"15090285";"Kamern";"";990;791;13;778;147;329;64;70;11;68;9;3;8;2;3;6;56;2;0;11;780;218;329;88;62;12;26;;;;;;;45;;;
"V";"06.09.2026";"19:48:28";3;3;"GEM";"15090310";"Klietz";"U";1231;838;6;832;108;465;42;89;13;32;8;0;5;5;1;2;56;1;5;4;834;190;461;68;56;9;9;;;;;;;41;;;
"L";;;1;0;"GEM";"15090310";"Klietz";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:48:28";4;3;"GEM";"15090310";"Klietz";"";1231;838;6;832;108;465;42;89;13;32;8;0;5;5;1;2;56;1;5;4;834;190;461;68;56;9;9;;;;;;;41;;;
"Z";"06.09.2026";"20:21:14";13;12;"GEM";"15090415";"Osterburg (Altmark), Hansestadt";"U";6349;3810;51;3759;625;1840;332;310;90;226;72;9;23;11;8;5;194;5;9;48;3762;835;1840;429;260;104;124;;;;;;;170;;;
"Z";"06.09.2026";"19:49:50";2;1;"GEM";"15090415";"Osterburg (Altmark), Hansestadt";"B";0;712;2;710;219;150;86;98;22;73;7;2;5;3;0;2;42;0;1;2;710;275;146;112;73;16;48;;;;;;;40;;;
"Z";"06.09.2026";"20:21:14";15;13;"GEM";"15090415";"Osterburg (Altmark), Hansestadt";"";6349;4522;53;4469;844;1990;418;408;112;299;79;11;28;14;8;7;236;5;10;50;4472;1110;1986;541;333;120;172;;;;;;;210;;;
"V";"06.09.2026";"19:05:44";2;2;"GEM";"15090435";"Rochau";"U";803;548;10;538;70;285;46;50;15;21;3;1;5;2;3;1;35;0;1;7;541;88;283;82;36;8;16;;;;;;;28;;;
"L";;;1;0;"GEM";"15090435";"Rochau";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;
"Z";"06.09.2026";"19:05:44";3;2;"GEM";"15090435";"Rochau";"";803;548;10;538;70;285;46;50;15;21;3;1;5;2;3;1;35;0;1;7;541;88;283;82;36;8;16;;;;;;;28;;;
